comment_text,label
"""
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.   Gespräch 

Why are you guys so mean? Can't I play with my own talk page?! 

I suggest you wait out the block, it's only for 3 days.  Anymore talk page abuse and you will not be able to edit this page for the duration of the block.   Gespräch 

3 DAYS!?!? WHAT AM I SUPPOSED TO DO UNTIL THEN!?! 
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.   Gespräch 

Why are you guys so mean? Can't I play with my own talk page?! 

I suggest you wait out the block, it's only for 3 days.  Anymore talk page abuse and you will not be able to edit this page for the duration of the block.   Gespräch 

3 DAYS!?!? WHAT AM I SUPPOSED TO DO UNTIL THEN!?! 
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.   Gespräch 

Why are you guys so mean? Can't I play with my own talk page?! 

I suggest you wait out the block, it's only for 3 days.  Anymore talk page abuse and you will not be able to edit this page for the duration of the block.   Gespräch 

3 DAYS!?!? WHAT AM I SUPPOSED TO DO UNTIL THEN!?! 
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.   Gespräch 

Why are you guys so mean? Can't I play with my own talk page?! 

I suggest you wait out the block, it's only for 3 days.  Anymore talk page abuse and you will not be able to edit this page for the duration of the block.   Gespräch 

3 DAYS!?!? WHAT AM I SUPPOSED TO DO UNTIL THEN!?! 
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.   Gespräch 

Why are you guys so mean? Can't I play with my own talk page?! 

I suggest you wait out the block, it's only for 3 days.  Anymore talk page abuse and you will not be able to edit this page for the duration of the block.   Gespräch 

3 DAYS!?!? WHAT AM I SUPPOSED TO DO UNTIL THEN!?! 
 Stop with the false unblock notices 

Putting up false notices like this one will get your talk page protected for the rest of your block.  [[User:Momu",toxic
"""

RDH, I wouldnt be so proud to label youself a """"Wiki Facsist"""", as you have no idea of what the original meaning is of that world. That particular philiosophy caused millions of people to DIE, and people who disagreed with them were put to death. Please read the Wiki entry on Facsists. 

And, how do you know that the orignal entry on a page (with no corrobarting backup) is """"factual information"""". You adjust your meaning of """"factual information"""" to fit your particular brand of socialist bullshit. Just because Leithp is less of a """"Wiki Facsist"""" is not a glowing statement either. The Wikipedia concept is doomed to failure becuase we have so-called editors like yourself who edit the pages to satisfy yourselves. A real editor has knowldege of a particular subject matter, and is supervised by people to ensure fairness of content. The REQUIRED registration solves no problem except less work for people like you, but still leaves an enormous creditability problem, which WIKI has been recently exposed to have. SO, have fun while you can, since this format is bullshit as far as a serious encyclopedia venue. 
Go help Sting save the rainforests moron..""",toxic
o no all these bastardsllpaybad,toxic
"Your threats don't work, motherfucker. I don't care if you block this IP address forever. You'll never know who I am, you'll just prevent other people from using Wikipedia (which is fine by me) and I will continue to challenge your lies. I have plenty of IP addresses and plenty of user names.",highly-toxic
"fuck you 

youfuckingidiot",highly-toxic
"""
 Cut the bullshit You are doing personal favor here to people from Serbian Chapter. There is nothing in this article that deserves to be deleted as facts involved and references used prove exactly what was happening with Montenegrin language doing last 100 years. You are who you chose to be and your actions makes you very poor person. But that is not my choice but yours so there is nothing there I can regret. If section is written in bad English people before tried to help and they did fix grammatical and other errors. You did nothing just helped one hegemonic force to continue to bloat articles about Montenegro. One think you cant say is that this section is not based on valid sources. But I will use this example to show how you and other abused Foundation and your position to support many unjust causes. You are obviously not aware what this kind of yours behavior have repercussions. And one advice to editors you can use word """"bullshit"""" when you see one 76.114.213.50  """,toxic
"The point is that this article is short, sweet, to the point, and fits *exactly* one of the steps that I do (need to do), and uses exactly the language that I use.  Trying to plow through the other article is quite a chore.",non-toxic
"""A RESPONSE TO . I ENTITLE THIS """"YOUR STUPIDITY""""
The Assyrians are not extinct you incompetent bigoted fool. You lack all things historical you impotent maggot. The Assyrians have existed for over 6500 years you incumbent animal. The Assyrians first spoke Akkadian and in the 8th century the kings of Assyria chose Aramaic as the lingua franca of their mighty empire you extinct ape. We have simultaneously existed throughout the ancient era up until the present day you rotten corpse. We were the first nation to accept Christianity and the Assyrian Church of the East spread as far as China and Japan and India in the 6th century AD you degenerate dog. The Assyrians have been and will always continue to exist through persecution and Diaspora you maggot. The aramaena peoples are an extinct pseudo people who never existed since the Assyrians destroyed their kingdom and reduced it to a vassal state you mongrel. This Aramean Syriac name is a name created by radical separatists who deny their ethical heritage since the late 1980s you snake. The Assyrians speak modern Aramaic the Aramaic in which Christ spoke 2 thousand years ago you uneducated mule. Your statements lack depth in all facets; they are unencylcopediatic, unsourced, close minded, uneducated, mentally degenerate comments that seek to downsize the most ancient people down to nothing. You claim that this name was invented by some new comers almost a hundred years ago, this comment alone shows how completely incompetent you are. I have documents that are hundreds of years old that have been passed down through my family over the centuries that specifically speak about the Assyrians and how this name is far more ancient then simple minded people like you claim. This will be the only comment I will make for you because I will not waste my time speaking to a mentally degenerate pig such as yourself who is a denialist, racist, and complete bigot and a distorter of history who denies the race of the Assyrians exist. I will pray every day that you may you die a most horrible death.68.185.65.244  

""",highly-toxic
Wha's a reliable source mike? Something that comes out your ma's cunt when she's breast feeding you? You wanker.,highly-toxic
on my own talk page without leaving there fucking username needs to come and suck my dick becuse i realy think they should at least be able to back there shit up.,highly-toxic
"Nice work on the Altenburg Abbey article. I added the English translation of the legend to the image page (:File:Stift Altenburg Grundriss 1.jpg) and added the image and caption to the article. Also, a sala terrena is a large formal room with access to a garden.",non-toxic
"niggerballs 

Why did you delete the page, you asshole?",highly-toxic
"That is factual. But you still know jack about Chaos Magick.
 
You should edit something you are familiar with.  
How about a book of rules and regulations, and how you foolow them in a self-serving manner?

Funny little man.  Is that an insult, Patrick?  You are funny, little, and a man.",non-toxic
"Ouch! That sounded like a threat and since I didn't actually attack you but instead criticised your behaviour, I see you are again out of line.   / (talk)",toxic
"True enough. Cromartie is a regular. He is in almost every episode, and he's listed as a minor character, for a good reason. He's no starring character. Derek Reese, although in almost every episode, is also more of a side character.",non-toxic
don't fucking care if Jewbo wales personally bans me... He's dead meat...,toxic
stupid sit i will behead you,highly-toxic
"hey 

you suck my dong",toxic
"""

Thanks for the warning. the difference between the above and apersonal
attack is that the above can be demonstrated factually via formal
logic. I don't know who you think you are pushing around, but you started
the attacks on MY page, against me, by intimating that i was ignorant.

The fact is, you are ignorant, and the further fact is, your ignorant
attack against me is so ignorant, that it constitutes proof that you shouldn't be voting. You aren't actually reading the sources and references provided. So start reading the sources and the references provided, and get back to me. Don't threaten me, don't tell me what to do,
and DON'T think you can turn anything i say into a logical argument that
i am making """"personal attacks.""""""",non-toxic
"You are the one that you are constantly deleting a war crime that was admitted by a turkish source and I am the one that I doing the disruptive editing according to you? Very interesting, and by the way is not me that I am doing the personal attacks but you and your team. That is what all the evidence shows, by the way and anyone can check this. Very interesting tactic to accuse the other party for exactly what you are doing. If you are not try to hide anything, why then are you constantly deleting the war crime? Don't you know that this is illegal according to European law? Now you and your team stop writing in my user page.",non-toxic
"""

 Referenced and Consensus 

Please ensure that changes to articles are both REFERENCED and proceed according to WP:CONSENSUS.  For example, I can personally claim that computers were first invented in 1857.  However, unless I have references to back up the claim, it's useless. (talk→ Bwilkins / BMW ←track) """,non-toxic
Oh of fuck you asshole die im going to kill you  96.244.254.20,highly-toxic
"""
Ed, you bully! D D D — (T•C•)''' """,toxic
"You fucking cunt
Mallyarse Fatbum stop being uncivil you nasty mean spirited shithead, Wikipedia is da 'pedia built on civility and it's foul mouthed fuckers like you that spoil it for everybody. If you can't say anything nice then say nothing at all, surely even a dumb fuck like you can remember that.",toxic
"Blocking Mardyks 

Guess what? Loser! Know what a cockblocker is? Hahahaha ~M~ 71.39.183.86",toxic
"Your disgusting personal habits aside,",toxic
"So you admit to forgetting about Melbourne existing in both Florida and Australia, thereby validating my edit as justified, but cos you're so quick to judge you still lay fault with me?  If you want a thing like wiki to become an open encyclopaedia for everyone and not just geeks, then ditch the attitude and processes cos who can be fucked learning them?",toxic
"""

 Ahoy 

What's it like being the dweeb bitch of a worthless gawk cow? You should just move to DC and stick it to 'er, since she's lonely. Oh, that's right; you don't have the right equipment. Sorry, dipshitboy. Fucking moron. Justice will prevail over you """"vandal""""-chasing idjuts. We're gonna fuck ya, and fuck ya good. No quarter.  """,highly-toxic
"YEAH

looking thorough history and stuff, get a life, you sad little man, get off your arse a get a life, find better things to do than governing things on Wikipedia, I BET UOU LIKE THE SMELL OF YOUR OWN SHIT, I BET YOU GARGLE YOUR OWN PISS, I BET YOU LIKE TO WANK OFF TO KIDDY PORN, YOU SADDO, YOU FUCKING SADDO, FUCK OFF AND DIIIIIIIEEEEEEEEE",highly-toxic
i hope you feel like shit for deleting my post. go fuck yourself,highly-toxic
You won't find any creditable citations because such claim is a load of racist horse shit.,toxic
which is latin or greek or some shit for who will gaurd the guards or in this case who will block the blockers.,toxic
YOU PEOPLE ARE IDIOTS! YOU BASE YOUR INFORMATION ON OPINION RATHER THAN FACT. DUMBASSES!,toxic
FUCK U! U FUCKEN STOLE MY CLOUDSONG AND IF I EVER FUCKEN FIND U FUUUUUUUUUUCK FUCK U!,highly-toxic
"Proposites 

I have a propositions:

I think: The spells in Harry Potter world, must in seperate article, because I want forfend wanton commotion, and I want, sort order in spell. I may help in sort odder in spells. Best regars Alden(Sharon boyfriend) or talk .",non-toxic
"""

 I do not find it trivial at all. I take offense when a great person is commonly known by a bad name. It is, without a doubt, a name with violates NPOV and is common. Ivan the Terrible is the common name for Ivan IV of Russia, but the wiki article is Ivan IV. No one is going to try to tell me that Ivan the Terrible isn't the more well known name. You are being insulting by calling it a """"supposed"""" POV issue, since it certainly does respect POV with respect to the person himself, and to non-Christians over the world (which are the majority, even if not the majority of English speakers). I can not demonstrate that another name is more common. What is the common name for homosexuals in America today? I won't sully this thread by mentioning it, by you can bet your bottom dollar (ooh, bad pun) that the wikipedia article isn't named that. Sometimes ?maybe even most of the time? common wisdom is wrong. Julian is not an apostate, he is a leader, both the Constantine before and the Constantius after were psychotics by comparison. Perhaps I think you are forgetting that what is """"popular"""" is usually defined by the people who have the loudest voice, who can pay for the most press, the victors who get to write history?""",non-toxic
Block me you self-righteous cunt. Do you really have nothing better to do with your time than act as some sort of internet police? You really are utterly pathetic. I'll just make a new account anyway. Sucks to be you I guess.,toxic
"False Information 

People are posting false information about filiquarian publishing without stating references. Whenever I have added or fixed things I have always added a reference. Doug Weller and moonraker are going are saying that books by Filiqurian Publishing do not include the gfdl license and are not following the rules, while their own reference to pete forsythes page states that ALL the rules are being followed. I am not with filiqurian publishing, but I support what they do. As someone who has contributed to wikipedia (under a username and not anonymously) I disagree with PediaPress's attempt at getting away with not including the gfdl license in pdf examples of what their books will look like. Filiqurian has followed these rules. I feel like an exception is being made for PediaPress while Filiqurians being attacked when they actually ARE following the rules.

One of the articles I have contributed a great deal to is the solar system article, while PediaPress has distributerd without links to providing credit or the gfdl license. It even includes pictures that don't include the proper licenses. Give me a break. One of those pictures was even one that was created by the lab I scientific study lab that I work for. No credit at all!",non-toxic
"You just fucked with the wrong dude 

You messed with the real law now and you fucked up175.38.160.39",toxic
Charles Satterfield.  Now fuck off!,highly-toxic
"steve irwin 

МљHEY FAGGIT GO RAPE A 7 YEAR OLD, MAKE HER PUSSY BLEED",highly-toxic
"Horse's ass 

Seriously, dude, what's that horse's ass doing on Wikipedia?  Should I delete it?  It really isn't serving any purpose, is it?",toxic
"""
Maybe keep them for next year, but do a quick mobile check for some of the more problematic entries to see if they're spam? podous """,non-toxic
"You suck! 

You suck! Go kill yourself",highly-toxic
"Your creepy fucking head 

Hello jimmy boy,

I've just started editing this Wikipedia. When I go to other users pages I often find your creepy fucking head appearing from the left side of the screen.

It's disgusting. I'm an adult and I don't need a note from you.

Could you ask one of your programmers to stop having your creepy fucking head appear on the left side of people's screens? I've asked my brother to kill you if I have to see it again and he said he would.

Best regards,

 User Marskell",highly-toxic
Done! The sentence does sound better.,non-toxic
"""
 Yes you are right, i watched a video on youtube and i thought it was male shepard having sex with alenko, but it really wass a female character with a """"male skin"""" on.  Anyway, is so stupid what you say, people is sometimes wrong and you can't say that ME is """"space opera"""" just because you found 100000000 people who says so, you can state that god, obvnis, vampires, zombies, etc exist with your stupid argument, i don't need any cite, i'm using logic and discussing, and i repeat, if you can avoid certain aspects of the game, like romance, you can't say that it has """"romance related themes"""" and thats just because you may not encounter or like tu use such feature, will you say that """"god of war"""" is a sex related game because (if you want to) two girls blows kratos cock?""",toxic
"""
 Not to get all forumy but can I ask a stupid question... don't Apple and Linux make OSes? / weburiedoursecretsinthegarden """,non-toxic
"U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA  

U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA",highly-toxic
"""
 Hello, Katsee, and Welcome to Wikipedia! Thank you for your contributions to this free encyclopedia. If you decide that you need help, check out Getting Help below, ask me on my talk page, or place  on your talk page and ask your question there. Please remember to sign your name on talk pages by using four tildes (~~~~) or by clicking  if shown; this will automatically produce your username and the date. Also, please do your best to always fill in the edit summary field with your edits. Below are some useful links to facilitate your involvement. Happy editing!   
|}""",non-toxic
"I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERSI HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS
I HATE Nl33ERS",highly-toxic
"GET SOME GLASSES YOU MENTAL FAGOTs, IM Calling you the idiots SHITheads!!!!! What the F@#%k is wrong with you.",highly-toxic
"'s.  Go on and report me, son.  I'll be waiting.  I wouldn't mind giving you a donkey punch if I don't say so myself.  After all, it's a part of human sexuality described in Wikipedia, isn't it?",highly-toxic
"Oh shit, stop sending warning, fucking bitch...",highly-toxic
Fuuck you you buddisht shit!!! I get the last say! 'There is 5 senses only!!!!!!! Everybody really only does want immortality foreeevvver!!!!!!!!!!!!!!!! Errrrasee that shittttttttt!!!!!!!!!!!!!!!!!!!!!!!!!!!! Stuppidd plato and old shit and wrong shit!!!!! I'm the best best I'b thought all out! You nonesense useless bastard! And ian go to hell to!,highly-toxic
"Poision Ivy 

You got poison ivy on your penis mother fuycker, biatch!!!!",highly-toxic
"""
Well, the question was what anarchists thought of """"hierarchy,"""" and, outside of the an-cap movement, anarchists have generally thought rather unkind things about it. It probably isn't just a matter of semantics whether or not I am """"subordinate"""" or just one of two equal contractees in a voluntary association, particularly as you expect bosses to be, well, bossy, on the basis of owning means of production, and nobody to see anything at all amiss with that. That you don't (or perhaps can't) see how significantly you differ from other individualists is telling. Your support for unlimited absentee ownership is duly noted (again).  """,non-toxic
MATE YOU ARE PATHETIC> Stop it. You are really irritating me,toxic
"August 2010 (UTC)
And this is coming from a Starwars fan hahaha. ALL computers in Adelaide Uni are blocked ( Its unfair '(We want to contribute our spam whatever it is to society ) 192.43.227.18  14:44, 25",non-toxic
"Hey,  jack off. Are you the one who's got his head way up Wolf Hudson's ass?",toxic
#NAME?,toxic
"""

 Hey Jerk 

""""You need to read the editnotice"""", well I did stupid.  You don't have to be a jerk about it, loser.""",toxic
"FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU AT",highly-toxic
"oh no! blocked from editing, whatever will I do? lucky that unlike you i have a life! go die ignorant scum",toxic
"Yes I f*cking do assert you should add ALL his grants. If you've got a f*cking hard on for his government grants... f*cking add them... I certainly don't give a f*ck. But to hide his pharma grants is f*cking disgusting.... and you motherf*cker... you, you motherf*cking cunt who I don't give a f*ck about... are nothing but a pathetic f*cking spastic geek who is 'wikipedia editing' for a f*cking part time career... so pathetic... that is SOOOO 2006.... know THIS motherf*cker... I don't give a F*CK what that controlled wikipedia article ends up being... intelligent people will research for themselves that this cunt is dripping in drug company money.. and we don't need your f*cking say so to have access to knowledge that wants to be free... you're a cunt... a bullshit barrier standing in the way of free speech and you can GET F*CKED... I could count on one finger the amount of human beings around the world who know of and give a f*ck about the thousands of hours you've WASTED on wikipedea... you're an unsung cocksucker and no one gives a f*ck... I don't give a f*ck if you delete my edits... I don't give a f*ck if you get hit by a car tomorrow... you're nothing to me motherf*cker... just like you're nothing to the rest of the world... no one knows who you are... you're nothing. You're a pathetic 'adult' version of a child... hanging around on here 'policing shit'... you're totally f*cking ignorant... mindless... and pathetic... I want you to know this.",highly-toxic
"Copyright Violation 

Hello, and welcome to Wikipedia! We appreciate your creation of the article,  Bahaw-Din Zikria University Multan, Sahiwal Campus, but we cannot accept copyrighted text borrowed from other web sites or printed material. Please see Wikipedia:Copyright problems for more information on this topic, or generally, Wikipedia:Policies and guidelines. Please do not remove the copyright violation notice placed in the article or repost the suspected infringing text. However, if you would like to rewrite the article in your own words, follow the link in the posted notice to create a temporary subpage. If your new article is appropriate, and not a further copyright violation, the reviewing administrator will move that new article into place once the copyright status of the original has been resolved. Happy editing!",non-toxic
